NDB_No,Water_(g),Energ_Kcal,Protein_(g),Lipid_Tot_(g),Ash_(g),Carbohydrt_(g),Fiber_TD_(g),Sugar_Tot_(g),Calcium_(mg),Iron_(mg),Magnesium_(mg),Phosphorus_(mg),Potassium_(mg),Sodium_(mg),Zinc_(mg),Copper_mg),Manganese_(mg),Selenium_(µg),Vit_C_(mg),Thiamin_(mg),Riboflavin_(mg),Niacin_(mg),Panto_Acid_mg),Vit_B6_(mg),Folate_Tot_(µg),Folic_Acid_(µg),Food_Folate_(µg),Folate_DFE_(µg),Choline_Tot_ (mg),Vit_B12_(µg),Vit_A_IU,Vit_A_RAE,Retinol_(µg),Alpha_Carot_(µg),Beta_Carot_(µg),Beta_Crypt_(µg),Lycopene_(µg),Lut+Zea_ (µg),Vit_E_(mg),Vit_D_µg,Vit_D_IU,Vit_K_(µg),FA_Sat_(g),FA_Mono_(g),FA_Poly_(g),Cholestrl_(mg),GmWt_1,GmWt_Desc1,GmWt_2,GmWt_Desc2,Cleaned_Desc
2027,9.93,265,9.0,4.28,7.87,68.92,42.5,4.09,1597.0,36.8,270.0,148.0,1260.0,25.0,2.69,0.633,4.99,4.5,2.3,0.177,0.528,4.64,0.921,1.044,237.0,0.0,237.0,237.0,32.3,0.0,1701.0,85.0,0.0,20.0,1007.0,7.0,0.0,1895.0,18.26,0.0,0.0,621.7,1.551,0.716,1.369,0.0,1.0,"1 tsp, leaves",1.8,"1 tsp, ground",spices oregano dried
2028,11.24,282,14.14,12.89,7.74,53.99,34.9,10.34,229.0,21.14,178.0,314.0,2280.0,68.0,4.33,0.713,1.59,6.3,0.9,0.33,1.23,10.06,2.51,2.141,49.0,0.0,49.0,49.0,51.5,0.0,49254.0,2463.0,0.0,595.0,26162.0,6186.0,0.0,18944.0,29.1,0.0,0.0,80.3,2.14,1.695,7.766,0.0,2.3,1 tsp,6.8,1 tbsp,paprika
2029,5.89,292,26.63,5.48,11.36,50.64,26.7,7.27,1140.0,22.04,400.0,436.0,2683.0,452.0,5.44,0.78,9.81,14.1,125.0,0.196,2.383,9.943,1.062,0.9,180.0,0.0,180.0,180.0,97.1,0.0,1939.0,97.0,0.0,17.0,1152.0,4.0,0.0,2428.0,8.96,0.0,0.0,1359.5,1.378,0.761,3.124,0.0,0.5,1 tsp,1.6,1 tbsp,parsley dried
2030,12.46,251,10.39,3.26,4.49,63.95,25.3,0.64,443.0,9.71,171.0,158.0,1329.0,20.0,1.19,1.33,12.753,4.9,0.0,0.108,0.18,1.143,1.399,0.291,17.0,0.0,17.0,17.0,11.3,0.0,547.0,27.0,0.0,12.0,310.0,25.0,20.0,454.0,1.04,0.0,0.0,163.7,1.392,0.739,0.998,0.0,2.3,"1 tsp, ground",6.9,"1 tbsp, ground",pepper black
2031,8.05,318,12.01,17.27,6.04,56.63,27.2,10.34,148.0,7.8,152.0,293.0,2014.0,30.0,2.48,0.373,2.0,8.8,76.4,0.328,0.919,8.701,,2.45,106.0,0.0,106.0,106.0,51.5,0.0,41610.0,2081.0,0.0,0.0,21840.0,6252.0,0.0,13157.0,29.83,0.0,0.0,80.3,3.26,2.75,8.37,0.0,1.8,1 tsp,5.3,1 tbsp,pepper red or cayenne
2032,11.42,296,10.4,2.12,1.59,68.61,26.2,,265.0,14.31,90.0,176.0,73.0,5.0,1.13,0.91,4.3,3.1,21.0,0.022,0.126,0.212,,0.1,10.0,0.0,10.0,10.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,0.626,0.789,0.616,0.0,2.4,"1 tsp, ground",7.1,"1 tbsp, ground",pepper white
2033,5.95,525,17.99,41.56,6.37,28.13,19.5,2.99,1438.0,9.76,347.0,870.0,719.0,26.0,7.9,1.627,6.707,13.5,1.0,0.854,0.1,0.896,0.324,0.247,82.0,0.0,82.0,82.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77,0.0,0.0,0.0,4.517,5.982,28.569,0.0,2.8,1 tsp,8.8,1 tbsp,poppy seed
2034,9.31,307,9.59,7.53,5.92,65.59,11.3,1.8,996.0,35.3,224.0,171.0,684.0,27.0,3.14,0.843,6.857,7.2,12.0,0.264,0.191,2.97,,1.32,138.0,0.0,138.0,138.0,30.3,0.0,2632.0,132.0,0.0,0.0,1568.0,23.0,7.0,1107.0,1.32,0.0,0.0,805.4,3.29,1.206,1.936,0.0,1.5,1 tsp,4.4,1 tbsp,poultry seasoning
2035,8.46,342,5.76,12.6,3.9,69.28,14.8,7.76,682.0,19.71,136.0,118.0,663.0,52.0,2.37,0.484,15.844,9.3,23.4,0.131,0.137,2.243,,0.4,24.0,0.0,24.0,24.0,20.8,0.0,261.0,13.0,0.0,1.0,99.0,114.0,7.0,100.0,1.93,0.0,0.0,28.4,6.53,1.102,0.78,0.0,1.7,1 tsp,5.6,1 tbsp,pumpkin pie spice
2036,9.31,331,4.88,15.22,6.53,64.06,42.6,,1280.0,29.25,220.0,70.0,955.0,50.0,3.23,0.55,1.867,4.6,61.2,0.514,0.428,1.0,,1.74,307.0,0.0,307.0,307.0,,0.0,3128.0,156.0,0.0,,,,,,,0.0,0.0,,7.371,3.014,2.339,0.0,1.2,1 tsp,3.3,1 tbsp,rosemary dried
2038,7.96,315,10.63,12.75,7.95,60.73,40.3,1.71,1652.0,28.12,428.0,91.0,1070.0,11.0,4.7,0.757,3.133,3.7,32.4,0.754,0.336,5.72,,2.69,274.0,0.0,274.0,274.0,43.6,0.0,5900.0,295.0,0.0,0.0,3485.0,109.0,0.0,1895.0,7.48,0.0,0.0,1714.5,7.03,1.87,1.76,0.0,0.7,1 tsp,2.0,1 tbsp,sage ground
2039,9.0,272,6.73,5.91,9.63,68.73,45.7,,2132.0,37.88,377.0,140.0,1051.0,24.0,4.3,0.847,6.1,4.6,50.0,0.366,,4.08,,1.81,,,,,,0.0,5130.0,257.0,0.0,,,,,,,0.0,0.0,,3.26,,,0.0,1.4,1 tsp,4.4,1 tbsp,savory ground
2041,7.74,295,22.77,7.24,12.03,50.22,7.4,,1139.0,32.3,347.0,313.0,3020.0,62.0,3.9,0.677,7.967,4.4,50.0,0.251,1.339,8.95,,2.41,274.0,0.0,274.0,274.0,,0.0,4200.0,210.0,0.0,,,,,,,0.0,0.0,,1.881,0.474,3.698,0.0,0.6,"1 tsp, leaves",1.8,"1 tbsp, leaves",spices tarragon dried
2042,7.79,276,9.11,7.43,11.74,63.94,37.0,1.71,1890.0,123.6,220.0,201.0,814.0,55.0,6.18,0.86,7.867,4.6,50.0,0.513,0.399,4.94,,0.55,274.0,0.0,274.0,274.0,43.6,0.0,3800.0,190.0,0.0,0.0,2264.0,33.0,0.0,1895.0,7.48,0.0,0.0,1714.5,2.73,0.47,1.19,0.0,1.0,"1 tsp, leaves",2.7,"1 tbsp, leaves",spices thyme dried
2043,12.85,312,9.68,3.25,7.08,67.14,22.7,3.21,168.0,55.0,208.0,299.0,2080.0,27.0,4.5,1.3,19.8,6.2,0.7,0.058,0.15,1.35,0.542,0.107,20.0,0.0,20.0,20.0,49.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.43,0.0,0.0,13.4,1.838,0.449,0.756,0.0,3.0,1 tsp,9.4,1 tbsp,turmeric ground
2044,92.06,23,3.15,0.64,1.49,2.65,1.6,0.3,177.0,3.17,64.0,56.0,295.0,4.0,0.81,0.385,1.148,0.3,18.0,0.034,0.076,0.902,0.209,0.155,68.0,0.0,68.0,68.0,11.4,0.0,5275.0,264.0,0.0,0.0,3142.0,46.0,0.0,5650.0,0.8,0.0,0.0,414.8,0.041,0.088,0.389,0.0,2.5,5 leaves,5.3,"2 tbsp, chopped",basil fresh
2045,85.95,43,3.46,1.12,2.45,7.02,2.1,,208.0,6.59,55.0,66.0,738.0,61.0,0.91,0.146,1.264,,85.0,0.058,0.296,1.57,0.397,0.185,150.0,0.0,150.0,150.0,,0.0,7718.0,386.0,0.0,,,,,,,0.0,0.0,,0.06,0.802,0.095,0.0,1.0,5 sprigs,8.9,"1 cup, sprigs",dill weed fresh
2046,83.72,60,3.74,3.34,3.37,5.83,4.0,0.92,63.0,1.61,48.0,108.0,152.0,1104.0,0.64,0.074,0.422,33.5,0.3,0.177,0.07,0.565,0.254,0.07,7.0,0.0,7.0,7.0,22.4,0.0,109.0,5.0,0.0,1.0,51.0,27.0,0.0,113.0,0.36,0.0,0.0,1.4,0.214,2.182,0.774,0.0,5.0,"1 tsp,  or 1 packet",249.0,1 cup,mustard prepared yellow
2047,0.2,0,0.0,0.0,99.8,0.0,0.0,0.0,24.0,0.33,1.0,0.0,8.0,38758.0,0.1,0.03,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1 tsp,18.0,1 tbsp,salt table
2048,93.81,21,0.0,0.0,0.17,0.93,0.0,0.4,7.0,0.2,5.0,8.0,73.0,5.0,0.04,0.008,0.249,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,1 tbsp,239.0,1 cup,vinegar cider
2049,65.11,101,5.56,1.68,3.2,24.45,14.0,,405.0,17.45,160.0,106.0,609.0,9.0,1.81,0.555,1.719,,160.1,0.048,0.471,1.824,0.409,0.348,45.0,0.0,45.0,45.0,,0.0,4751.0,238.0,0.0,,2851.0,,,,,0.0,0.0,,0.467,0.081,0.532,0.0,0.8,1 tsp,0.4,.5 tsp,thyme fresh
2050,52.58,288,0.06,0.06,0.26,12.65,0.0,12.65,11.0,0.12,12.0,6.0,148.0,9.0,0.11,0.072,0.23,0.0,0.0,0.011,0.095,0.425,0.035,0.026,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.004,0.0,4.2,1 tsp,13.0,1 tbsp,vanilla extract
2053,94.78,18,0.0,0.0,0.02,0.04,0.0,0.04,6.0,0.03,1.0,4.0,2.0,2.0,0.01,0.006,0.055,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,1 tbsp,238.0,1 cup,vinegar distilled
2054,83.85,23,2.36,0.86,8.04,4.89,3.2,0.41,40.0,1.67,33.0,10.0,40.0,2348.0,0.32,0.374,0.078,1.2,4.3,0.018,0.139,0.652,0.027,0.023,23.0,0.0,23.0,23.0,6.5,0.0,138.0,7.0,0.0,0.0,83.0,0.0,0.0,0.0,0.88,0.0,0.0,24.6,0.233,0.063,0.304,0.0,8.6,"1 tbsp,  drained",,,capers canned
2055,85.08,48,1.18,0.69,1.76,11.29,3.3,7.99,56.0,0.42,27.0,31.0,246.0,420.0,0.83,0.058,0.126,2.8,24.9,0.008,0.024,0.386,0.093,0.073,57.0,0.0,57.0,57.0,6.5,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.01,0.0,0.0,1.3,0.09,0.13,0.339,0.0,5.0,1 tsp,15.0,1 tbsp,horseradish prepared
2063,67.77,131,3.31,5.86,2.35,20.7,14.1,,317.0,6.65,91.0,66.0,668.0,26.0,0.93,0.301,0.96,,21.8,0.036,0.152,0.912,0.804,0.336,109.0,0.0,109.0,109.0,,0.0,2924.0,146.0,0.0,,,,,,,0.0,0.0,,2.838,1.16,0.901,0.0,0.7,1 tsp,1.7,1 tbsp,rosemary fresh
2068,94.47,19,0.04,0.0,0.17,0.27,0.0,0.0,6.0,0.45,4.0,8.0,39.0,8.0,0.03,0.01,0.046,,0.5,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,,,,14.9,1 tbsp,239.0,1 cup,vinegar red wine
2069,76.45,88,0.49,0.0,0.37,17.03,,14.95,27.0,0.72,12.0,19.0,112.0,23.0,0.08,0.026,0.131,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,,,,16.0,1 tbsp,255.0,1 cup,vinegar balsamic
2075,5.7,322,4.5,0.0,31.8,58.0,13.3,10.83,0.0,7.2,,,1000.0,7203.0,,,,,0.0,,,,,,0.0,,0.0,,,,3744.0,,,,,,,,,,,,0.0,,,0.0,5.7,2 tsp,,,seasoning mix dry taco original
2076,10.75,335,10.82,7.3,14.56,56.56,10.8,8.67,0.0,3.9,,,,4616.0,,,,,5.9,,,,,,,,,,,,2816.0,,,,,,,,,,,,0.0,,5.556,0.0,9.0,1.33 tbsp,,,seasoning mix dry chili original
4002,0.0,902,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2.5,102.0,0.0,39.2,45.1,11.2,95.0,12.8,1 tbsp,205.0,1 cup,lard
4025,21.65,680,0.96,74.85,1.98,0.57,0.0,0.57,8.0,0.21,1.0,21.0,20.0,635.0,0.15,0.019,0.007,2.3,0.0,0.01,0.019,0.0,0.172,0.008,5.0,0.0,5.0,5.0,34.2,0.12,65.0,16.0,15.0,0.0,6.0,4.0,0.0,12.0,3.28,0.2,7.0,163.0,11.703,16.843,44.69,42.0,13.8,1 tbsp,220.0,1 cup,salad dressing mayo reg
4038,0.0,884,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.4,0.0,0.0,24.7,18.8,15.1,61.7,0.0,4.5,1 tsp,13.6,1 tablespoon,oil wheat germ
4042,0.0,884,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.69,0.0,0.0,0.7,16.9,46.2,32.0,0.0,13.5,1 tbsp,216.0,1 cup,oil peanut
4047,0.03,892,0.0,99.06,0.03,0.0,0.0,0.0,1.0,0.05,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.6,82.475,6.332,1.702,0.0,13.6,1 tbsp,218.0,1 cup,oil cocnt
4053,0.0,884,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.56,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.35,0.0,0.0,60.2,13.808,72.961,10.523,0.0,13.5,1 tablespoon,216.0,1 cup,oil olive
4058,0.0,884,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,13.6,14.2,39.7,41.7,0.0,13.6,1 tablespoon,218.0,1 cup,oil sesame
4073,15.7,719,0.9,80.5,2.0,0.9,0.0,0.0,30.0,0.0,3.0,23.0,42.0,943.0,0.0,,,0.0,0.2,0.01,0.037,0.023,0.084,0.009,1.0,0.0,1.0,1.0,,0.1,3577.0,819.0,768.0,0.0,610.0,0.0,0.0,0.0,3.1,,,,16.7,39.3,20.9,0.0,4.7,1 tsp,113.0,1 stick,margarine reg hard soybn
4133,24.2,631,0.1,70.2,1.8,3.4,0.0,,6.0,0.2,0.0,3.0,24.0,658.0,0.0,,,1.6,0.6,0.01,0.02,0.13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,514.0,26.0,0.0,,,,,,8.0,,,,12.6,20.7,33.7,0.0,14.0,1 tablespoon,220.0,1 cup,salad dressing french home recipe
4510,0.0,884,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.1,,,7.1,6.203,14.355,74.623,0.0,13.6,1 tbsp,218.0,1 cup,oil safflower linoleic
4513,0.0,862,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.81,0.0,0.0,24.7,81.5,11.4,1.6,0.0,13.6,1 tablespoon,218.0,1 cup,vegetable oil palm kernel
4517,0.0,884,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.8,,,,9.6,16.1,69.9,0.0,13.6,1 tablespoon,218.0,1 cup,oil grapeseed
4528,0.0,884,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,15.0,9.1,22.8,63.3,0.0,13.6,1 tbsp,218.0,1 cup,oil walnut
4530,0.0,884,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,,,6.3,60.0,29.3,0.0,13.6,1 tablespoon,218.0,1 cup,oil apricot kernel
4532,0.0,884,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.2,,,,7.4,78.0,10.2,0.0,13.6,1 tablespoon,218.0,1 cup,oil hazelnut
4542,0.2,900,0.0,99.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,4.8,191.0,0.0,29.8,44.7,20.9,85.0,12.8,1 tbsp,205.0,1 cup,fat chicken
4556,0.0,884,0.0,100.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,19.0,,,,47.5,40.6,7.5,0.0,12.8,1 tbsp,205.0,1 cup,shortening frying palm
4574,0.2,882,0.0,99.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,4.8,191.0,0.0,33.2,49.3,12.9,100.0,12.8,1 tbsp,205.0,1 cup,fat duck
4575,0.2,900,0.0,99.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,4.8,191.0,0.0,29.4,42.9,23.1,102.0,12.8,1 tbsp,4.3,1 tsp,fat turkey
4581,0.0,884,0.0,100.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,11.56,70.554,13.486,,14.0,1 tbsp,218.0,1 cup,oil avocado
4582,0.0,884,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.46,0.0,0.0,71.3,7.365,63.276,28.142,0.0,14.0,1 tbsp,218.0,1 cup,oil canola
4583,0.0,884,0.0,100.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,11.582,59.187,21.23,,14.0,1 tbsp,218.0,1 cup,oil mustard
4602,43.2,499,3.3,55.1,0.5,0.0,0.0,0.0,48.0,1.09,5.0,34.0,71.0,36.0,0.26,0.0,,1.0,0.0,0.01,0.07,0.02,,0.01,1.0,0.0,1.0,1.0,12.9,0.13,1698.0,465.0,456.0,0.0,107.0,0.0,0.0,0.0,1.58,0.0,0.0,4.8,34.321,15.927,2.046,106.0,14.0,1 tablespoon,,,butter light stk unsalted
4609,0.0,897,0.0,99.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.11,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2.5,101.0,0.0,39.004,44.874,11.144,95.0,4.3,1 tsp,,,animal fat bacon grease
4615,0.0,884,0.0,99.97,0.03,0.0,0.0,0.0,1.0,0.07,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.68,0.001,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.13,0.0,0.0,53.2,24.98,41.186,28.097,0.0,12.8,1 tbsp,205.0,1 cup,shortening vegetable household comp
4639,45.68,430,1.32,44.54,2.55,5.9,0.0,4.69,28.0,0.3,5.0,186.0,64.0,901.0,0.17,0.019,0.033,3.5,0.0,0.015,0.087,0.054,0.272,0.03,4.0,0.0,4.0,4.0,32.8,0.17,69.0,15.0,13.0,0.0,14.0,1.0,0.0,21.0,2.22,0.1,3.0,134.3,6.964,9.202,25.796,26.0,15.0,1 tablespoon,30.0,1 serving,salad dressing ranch dressing reg
4679,0.11,792,0.26,78.69,0.25,20.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.025,49.792,22.145,0.0,0.3,"1 spray, , about 1/3 second (1 NLEA serving)",,,oil pam cooking spray original
4687,53.73,357,0.0,38.71,1.86,5.71,,,4.0,0.0,1.0,4.0,4.0,670.0,0.0,0.0,0.0,,,0.012,0.0,0.0,,0.0,,,,,,,4567.0,1370.0,1370.0,,,,,,37.22,,,56.5,4.77,18.932,11.948,,14.0,"1 tablespoon,  (1 NLEA serving)",,,margarine-like sprd benecol light sprd
4706,56.17,169,1.07,1.47,2.86,38.43,1.2,17.75,24.0,0.36,13.0,37.0,69.0,1004.0,0.29,0.04,0.115,6.2,2.1,0.043,0.021,0.151,0.074,0.053,9.0,0.0,9.0,9.0,5.5,0.02,18.0,5.0,4.0,0.0,2.0,0.0,0.0,15.0,0.8,0.0,0.0,0.3,0.349,0.708,0.287,1.0,30.0,"2 tbsp,  (1 NLEA serving)",,,dressing honey mustard fat-free
4709,71.2,158,0.65,10.0,1.76,16.4,0.0,6.67,5.0,0.12,2.0,13.0,36.0,833.0,0.07,0.015,,0.4,0.0,0.01,0.03,0.004,,0.009,6.0,0.0,6.0,6.0,14.6,0.04,13.0,2.0,2.0,0.0,3.0,2.0,0.0,13.0,0.72,0.0,0.0,19.5,1.484,2.335,5.638,0.0,,,,,salad dressing mayonnaise-type light
5057,69.46,172,20.85,9.25,1.01,0.0,0.0,0.0,11.0,0.74,25.0,174.0,220.0,63.0,0.8,0.039,0.018,16.6,0.0,0.063,0.085,9.908,0.804,0.53,4.0,0.0,4.0,4.0,67.1,0.34,83.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.27,0.4,16.0,0.0,2.66,3.82,1.96,64.0,87.0,".5 breast, bone removed (yield from 1 lb ready-to-cook chicken)",145.0,".5 breast, bone removed",chicken breast meat&skn
5115,74.73,127,18.14,5.04,0.95,1.14,0.0,,10.0,5.4,17.0,184.0,227.0,77.0,3.39,0.218,0.13,54.1,13.1,0.08,0.818,6.208,2.696,0.36,276.0,0.0,276.0,276.0,,9.4,9592.0,2880.0,2880.0,,,,,,,,,,1.54,1.28,1.26,236.0,25.0,"1 unit,  (yield from 1 lb ready-to-cook chicken)",113.0,1 giblets,chicken roasting giblets
5127,69.8,168,17.89,9.21,0.97,2.13,0.0,,10.0,5.93,18.0,198.0,226.0,77.0,3.01,0.275,0.151,56.1,11.4,0.097,1.106,8.53,3.275,0.52,350.0,0.0,350.0,350.0,,10.83,10497.0,3152.0,3152.0,,,,,,,,,,2.63,2.75,2.1,240.0,28.0,"1 unit,  (yield from 1 lb ready-to-cook chicken)",81.0,1 giblets,chicken stewing giblets
5171,76.03,124,18.18,5.09,1.13,0.07,0.0,0.0,18.0,5.92,22.0,223.0,198.0,136.0,3.23,0.577,0.19,49.3,0.0,0.149,1.393,8.694,3.889,0.654,331.0,0.0,331.0,331.0,160.0,13.06,13129.0,3939.0,3939.0,0.0,0.0,0.0,0.0,0.0,0.25,0.8,34.0,0.0,1.452,1.016,1.425,333.0,85.0,3 oz,157.0,1 giblets,turkey whole giblets
5173,77.47,111,18.8,3.37,0.93,0.0,0.0,0.0,16.0,2.78,19.0,164.0,185.0,147.0,3.03,0.22,0.085,28.8,6.2,0.061,0.327,6.233,0.914,0.198,6.0,0.0,6.0,6.0,89.7,3.61,154.0,46.0,46.0,0.0,0.0,0.0,0.0,0.0,0.22,0.5,19.0,0.0,0.929,0.795,0.708,271.0,63.0,1 raw gizzard,,,turkey gizzard all classes
5305,72.36,148,19.66,7.66,1.0,0.0,0.0,0.0,19.0,1.09,23.0,200.0,237.0,58.0,2.35,0.096,0.008,21.9,0.0,0.066,0.156,6.733,0.993,0.564,7.0,0.0,7.0,7.0,50.8,1.0,66.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.09,0.4,14.0,0.0,2.024,2.635,2.205,69.0,453.6,1 lb,114.0,"1 patty,  4 oz",ground turkey
